Objects;V;S;R;G;d;W1;W2;W3;W4;W5;W6;W7;W8;D1;D2;D3;D4;D5;D6;D7;D8;WO1;WO2;WO3;WO4;WO5;WO6;WN1;WN2;WN3;WN4;WN5;WN6;IW1;IW2;IW3;IW4;CW1;CW2;CW3;CW4;CW5;CW6;CW7;CW8;ID1;ID2;ID3;ID4;CD1;CD2;CD3;CD4;CD5;CD6;CD7;CD8;HL1;HL2;A;CP;POL;MW;FLEX;FLEX_RB;NCC;DIFF;SE;SE0;SE1;LOGP n-Oct;LOGP c-Hex;PSA;HSA;PSAR;PHSAR;LgD5;LgD6;LgD7;LgD7.5;LgD8;LgD9;LgD10;AUS7.4;%FU4;%FU5;%FU6;%FU7;%FU8;%FU9;%FU10;SOLY;LgS3;LgS4;LgS5;LgS6;LgS7;LgS7.5;LgS8;LgS9;LgS10;LgS11;MpKaA;mpKaB;PB;VD;CACO2;SKIN;MetStab;HTSflag;C1;C2;C3;C4;C5;P1;P2;P3;P4;P5;EMDIF;EMDIS;Sdry/S;Spol/S;FLEX_PT;PAINS;CUSTOM
tretinoin_c1;801.125;543.741;1.47336;1.4882;0.373758;1212.63;620.125;303.375;158.25;92.625;57.0;29.75;10.625;316.625;118.25;59.0;33.875;20.75;10.625;5.5;1.75;0.0;0.0;0.0;0.0;0.0;0.0;374.75;185.375;113.75;64.75;33.125;9.75;0.181729;0.771536;1.47543;1.96862;2.23015;1.14048;0.55794;0.291039;0.170348;0.104829;0.0547135;0.0195405;0.0524828;0.0712847;0.0919618;0.193807;0.582308;0.217475;0.108507;0.0622998;0.0381615;0.0195405;0.0101151;0.00321844;1.56992;1.68266;9.73595;1.2941;34.956;299.427;0.804993;0.0804993;1;0.421971;12.0;12.0;0.0;6.72743;3.41;46.12;497.621;0.0848197;0.0926809;5.83087;4.89184;3.97378;3.61635;3.39126;3.24689;3.22941;0.0;59.1795;12.6619;1.42903;0.144765;0.0144954;0.00144973;0.000144975;-4.28889;-4.25993;-4.06116;-3.39233;-2.45331;-1.53525;-1.17781;-0.95272;-0.808352;-0.790877;-0.78909;4.16129;;97.686;-0.237391;0.629346;-0.655441;64.6729;0;0.0;0.0;0.181818;0.681818;0;0;0.0;0.0;0.0;0.0;7.16286;3.16541;0.729423;0.270577;3.75247;0;
tretinoin_c2;801.75;544.978;1.47116;1.49212;0.373467;1215.88;619.125;304.75;157.125;92.625;57.375;29.875;10.75;317.5;118.875;59.375;34.25;21.0;11.0;5.75;1.75;0.0;0.0;0.0;0.0;0.0;0.0;378.875;186.125;113.375;64.625;34.0;9.25;0.182144;0.771909;1.47468;1.98459;2.23105;1.13606;0.559197;0.288315;0.169961;0.10528;0.0548188;0.0197256;0.0522257;0.0704906;0.0908579;0.199955;0.582593;0.218128;0.108949;0.0628466;0.0385337;0.0201843;0.0105509;0.00321114;1.56;1.67518;9.71626;1.3183;34.956;299.427;0.804463;0.0804463;1;0.421252;12.0;12.0;0.0;6.72743;3.41;46.12;498.858;0.0846273;0.0924512;5.83087;4.89184;3.97378;3.61635;3.39126;3.24689;3.22941;0.0;59.1795;12.6619;1.42903;0.144765;0.0144954;0.00144973;0.000144975;-4.30443;-4.27547;-4.07669;-3.40787;-2.46884;-1.55078;-1.19335;-0.968255;-0.823887;-0.806412;-0.804625;4.16129;;97.7244;-0.238757;0.625219;-0.666707;64.7514;0;0.0;0.0;0.181818;0.681818;0;0;0.0;0.0;0.0;0.0;7.16286;3.16527;0.731371;0.268629;3.75247;0;
triazolam_c0;709.5;474.166;1.49631;1.36841;0.483734;1157.38;615.875;287.625;102.625;48.875;17.75;1.5;0.0;363.75;173.5;86.75;53.25;33.25;24.625;20.125;15.5;0.0;0.0;0.0;0.0;0.0;0.0;361.625;135.25;63.75;23.5;3.0;0.0;0.0878401;0.383726;0.911046;0.996029;2.44087;1.29886;0.606592;0.216433;0.103076;0.0374342;0.00316345;0.0;0.0390079;0.055877;0.076081;0.092804;0.767137;0.365906;0.182953;0.112303;0.0701232;0.0519333;0.042443;0.032689;0.563401;0.333333;5.91988;4.85126;35.856;343.209;0.425034;0.212517;0;0.57362;12.5039;12.5039;0.0;2.56164;4.846;40.9;433.266;0.0862568;0.0943994;2.51547;2.55681;2.56115;2.56148;2.56159;2.56163;2.56164;2.0;46.0768;89.9128;98.8953;99.8885;99.9888;99.9989;99.9999;-4.10565;-2.86308;-3.76928;-4.05949;-4.10083;-4.10516;-4.1055;-4.1056;-4.10564;-4.10565;-4.10565;;-1.0;96.2555;0.400516;1.16996;-2.07235;50.0868;0;0.0;0.26087;0.130435;0.347826;0;0;0.0;0.0;0.130435;0.0;5.93337;3.55459;0.826861;0.173139;0.13564;0;
triazolam_c1;701.5;464.831;1.50915;1.34335;0.489251;1139.13;623.5;291.625;107.75;51.75;19.125;1.375;0.0;348.375;164.875;85.375;51.75;32.25;22.875;18.0;13.25;0.0;0.0;0.0;0.0;0.0;0.0;369.375;138.875;66.375;24.0;3.0;0.0;0.0935655;0.39442;0.896359;1.0111;2.45062;1.34135;0.627378;0.231805;0.111331;0.041144;0.00295806;0.0;0.0390184;0.0545321;0.0807173;0.114279;0.749465;0.354699;0.183669;0.111331;0.06938;0.0492114;0.0387237;0.028505;0.606149;0.369565;5.69855;4.66444;35.856;343.209;0.422874;0.211437;0;0.581885;12.5039;12.5039;0.0;2.56164;4.846;40.9;423.931;0.0879889;0.0964779;2.51547;2.55681;2.56115;2.56148;2.56159;2.56163;2.56164;2.0;46.0768;89.9128;98.8953;99.8885;99.9888;99.9989;99.9999;-4.05442;-2.81185;-3.71805;-4.00825;-4.04959;-4.05393;-4.05426;-4.05437;-4.05441;-4.05442;-4.05442;;-1.0;95.0011;0.369906;1.15852;-2.06855;50.6362;0;0.0;0.26087;0.130435;0.347826;0;0;0.0;0.0;0.130435;0.0;5.93337;3.55347;0.813303;0.186697;0.13564;0;
triazolam_c2;701.5;462.784;1.51583;1.33449;0.489251;1136.75;622.375;290.875;107.5;51.625;18.625;1.375;0.0;348.125;164.75;85.25;52.0;31.5;22.875;18.125;13.25;0.0;0.0;0.0;0.0;0.0;0.0;369.25;139.0;66.625;24.375;2.75;0.0;0.0937152;0.395087;0.896642;1.01324;2.45633;1.34485;0.628533;0.23229;0.111553;0.0402456;0.00297115;0.0;0.0389972;0.0531971;0.0808731;0.111705;0.752241;0.355998;0.184211;0.112363;0.0680663;0.0494291;0.0391651;0.0286311;0.605572;0.358173;5.70421;4.78485;35.856;343.209;0.423065;0.211533;0;0.584264;12.5039;12.5039;0.0;2.56164;4.846;40.9;421.884;0.0883782;0.0969461;2.51547;2.55681;2.56115;2.56148;2.56159;2.56163;2.56164;2.0;46.0768;89.9128;98.8953;99.8885;99.9888;99.9989;99.9999;-4.05409;-2.81152;-3.71772;-4.00792;-4.04926;-4.0536;-4.05393;-4.05404;-4.05408;-4.05409;-4.05409;;-1.0;95.1958;0.374492;1.15801;-2.06742;50.6142;0;0.0;0.26087;0.130435;0.347826;0;0;0.0;0.0;0.130435;0.0;5.93337;3.55324;0.813547;0.186453;0.13564;0;
triazolam_c3;702.625;466.093;1.50748;1.34666;0.488467;1137.13;623.875;291.0;108.25;51.75;19.375;1.375;0.0;348.125;165.5;85.25;51.75;31.375;23.375;18.5;13.0;0.0;0.0;0.0;0.0;0.0;0.0;368.75;139.125;66.5;24.375;3.0;0.0;0.0936286;0.394506;0.892383;1.00862;2.4397;1.33852;0.62434;0.23225;0.111029;0.041569;0.00295006;0.0;0.0394813;0.0537057;0.0789683;0.104479;0.746901;0.35508;0.182904;0.111029;0.067315;0.050151;0.0396917;0.0278915;0.607038;0.374396;5.71524;4.73787;35.856;343.209;0.422611;0.211306;0;0.582135;12.5039;12.5039;0.0;2.56164;4.846;40.9;425.193;0.0877508;0.0961917;2.51547;2.55681;2.56115;2.56148;2.56159;2.56163;2.56164;2.0;46.0768;89.9128;98.8953;99.8885;99.9888;99.9989;99.9999;-4.05315;-2.81058;-3.71679;-4.00699;-4.04833;-4.05267;-4.053;-4.0531;-4.05315;-4.05315;-4.05315;;-1.0;94.9736;0.369207;1.15712;-2.06874;50.5645;0;0.0;0.26087;0.130435;0.347826;0;0;0.0;0.0;0.130435;0.0;5.93337;3.55304;0.81249;0.18751;0.13564;0;
trichloroethene_c0;280.5;224.139;1.25146;1.12491;0.468404;500.875;136.375;1.125;0.0;0.0;0.0;0.0;0.0;271.25;101.125;51.875;27.625;9.5;3.5;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00223756;0.181568;0.0;0.0;2.23466;0.608439;0.00501921;0.0;0.0;0.0;0.0;0.0;0.00363756;0.016864;0.0805673;0.189688;1.21019;0.451171;0.231441;0.123249;0.0423844;0.0156153;0.00334614;0.0;0.0;0.0;0.51203;103.75;10.036;131.387;0.0;0.0;0;1.15125;1.3724;1.3724;0.0;2.78363;2.466;0.0;224.139;0.0;0.0;2.78363;2.78363;2.78363;2.78363;2.78363;2.78363;2.78363;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-3.19312;-3.19312;-3.19312;-3.19312;-3.19312;-3.19312;-3.19312;-3.19312;-3.19312;-3.19312;-3.19312;;;55.119;0.770349;1.26986;-0.976829;73.8345;0;0.0;0.2;0.2;0.0;0;0;0.0;0.0;0.0;0.0;2.98091;2.7242;1.0;0.0;0.0;0;
trichloromethane_c0;251.25;200.817;1.25114;1.06504;0.475131;448.25;108.0;0.5;0.0;0.0;0.0;0.0;0.0;249.0;85.875;44.125;20.375;6.25;1.5;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00418184;0.420923;0.0;0.0;2.23213;0.537804;0.00248983;0.0;0.0;0.0;0.0;0.0;0.00179589;0.0182385;0.079536;0.577534;1.23994;0.427629;0.219728;0.101461;0.0311229;0.0074695;0.00186737;0.0;0.0;0.0;0.480428;88.25;8.393;119.377;0.0;0.0;0;1.17264;1.55458;1.55458;0.0;1.95351;1.947;0.0;200.817;0.0;0.0;1.95351;1.95351;1.95351;1.95351;1.95351;1.95351;1.95351;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.6752;-2.6752;-2.6752;-2.6752;-2.6752;-2.6752;-2.6752;-2.6752;-2.6752;-2.6752;-2.6752;;;48.2522;0.658007;1.31989;-1.14758;79.3589;0;0.0;0.0;0.25;0.0;0;0;0.0;0.0;0.0;0.0;1.98769;1.76746;1.0;0.0;0.0;0;
triflumethazine_c0;895.0;598.914;1.49437;1.53992;0.488851;1552.75;1080.38;625.5;253.375;125.5;34.0;6.625;1.25;222.125;118.0;50.25;33.125;24.875;16.125;11.875;8.875;146.375;35.5;10.25;0.0;0.0;0.0;757.875;321.0;139.75;34.375;6.875;0.125;0.0790335;0.192506;0.447719;0.732984;2.59261;1.80389;1.04439;0.423058;0.209546;0.0567694;0.0110617;0.00208711;0.0667417;0.134544;0.182041;0.216572;0.37088;0.197023;0.0839019;0.0553085;0.0415335;0.0269237;0.0198276;0.0148185;2.49751;1.02642;6.37816;0.50684;44.139;437.522;2.02967;0.253709;0;0.307924;17.559;14.6659;2.89313;4.48256;2.932;46.59;552.324;0.0777908;0.0843527;1.38198;2.27842;3.24203;3.69027;4.06011;4.41639;4.47546;1.14397;0.00227019;0.0521166;0.594044;5.71762;37.7852;85.8641;98.3788;-4.43466;0.364465;-0.583725;-1.33366;-2.23052;-3.19413;-3.64238;-4.01221;-4.3685;-4.42757;-4.43395;14.7951;2.25127;96.9257;0.442712;0.710965;-2.73898;35.2626;0;0.0322581;0.0645161;0.0967742;0.516129;0;0;0.0;0.0322581;0.0322581;0.0645161;8.58228;7.97137;0.474726;0.401905;2.60468;0;
triflumethazine_c10;885.0;583.744;1.51608;1.49853;0.494375;1487.0;991.125;568.25;238.125;123.125;43.75;13.625;3.75;232.25;120.0;52.0;31.625;22.125;16.0;11.75;8.25;124.625;28.75;7.625;0.0;0.0;0.0;683.875;293.375;130.375;38.25;7.25;1.25;0.0853058;0.238274;0.575988;0.766754;2.54735;1.69788;0.973458;0.407927;0.210923;0.0749473;0.0233407;0.00642405;0.0764929;0.145359;0.213354;0.260615;0.397863;0.20557;0.0890802;0.0541762;0.0379019;0.0274093;0.0201287;0.0141329;2.36779;1.3834;7.48152;0.478496;44.139;437.522;2.51306;0.314133;0;0.286045;17.559;14.6659;2.89313;4.48256;2.932;46.59;537.154;0.0798124;0.0867349;1.38198;2.27842;3.24203;3.69027;4.06011;4.41639;4.47546;1.14397;0.00227019;0.0521166;0.594044;5.71762;37.7852;85.8641;98.3788;-4.40287;0.396256;-0.551934;-1.30187;-2.19873;-3.16234;-3.61059;-3.98042;-4.33671;-4.39578;-4.40216;14.7951;2.25127;96.1301;0.451934;0.748916;-2.57959;36.9513;0;0.0322581;0.0645161;0.0967742;0.516129;0;0;0.0;0.0322581;0.0322581;0.0645161;8.58228;6.50507;0.509264;0.387531;2.60468;0;
triflumethazine_c11;891.375;582.861;1.52931;1.48443;0.490839;1543.13;1021.13;567.0;230.625;112.5;34.625;7.625;2.625;239.0;117.5;47.0;29.75;20.25;14.125;8.875;4.875;142.125;34.875;9.875;0.0;0.0;0.0;680.5;288.5;127.125;33.375;6.0;0.375;0.0851014;0.233563;0.580648;0.720888;2.6475;1.75192;0.972788;0.395678;0.193014;0.0594053;0.013082;0.00450365;0.067571;0.137063;0.197819;0.250635;0.410047;0.201592;0.0806368;0.0510414;0.0347424;0.0242339;0.0152266;0.00836392;2.39362;1.16387;7.57154;0.474969;44.139;437.522;2.53168;0.31646;0;0.286496;17.559;14.6659;2.89313;4.48256;2.932;46.59;536.271;0.0799333;0.0868778;1.38198;2.27842;3.24203;3.69027;4.06011;4.41639;4.47546;1.14397;0.00227019;0.0521166;0.594044;5.71762;37.7852;85.8641;98.3788;-4.38597;0.413162;-0.535028;-1.28496;-2.18183;-3.14544;-3.59368;-3.96351;-4.3198;-4.37888;-4.38525;14.7951;2.25127;97.7593;0.405297;0.748393;-2.54297;33.8175;0;0.0322581;0.0645161;0.0967742;0.516129;0;0;0.0;0.0322581;0.0322581;0.0645161;8.58228;6.48405;0.52486;0.375894;2.60468;0;
triflumethazine_c1;896.125;598.282;1.49783;1.53555;0.488237;1567.63;1086.88;627.125;251.25;123.75;34.0;7.0;1.375;220.875;119.5;51.875;31.0;23.375;15.75;12.125;8.5;148.0;36.625;9.75;0.125;0.0;0.0;754.375;321.375;140.875;35.5;6.75;0.375;0.0739974;0.184331;0.438946;0.703136;2.62021;1.81666;1.04821;0.419953;0.206842;0.0568294;0.0117002;0.00229825;0.0690907;0.134296;0.190444;0.23309;0.369182;0.199739;0.0867067;0.0518151;0.0390702;0.0263254;0.0202664;0.0142074;2.38554;1.09677;6.44683;0.512571;44.139;437.522;2.05191;0.256489;0;0.303568;17.559;14.6659;2.89313;4.48256;2.932;46.59;551.692;0.077873;0.0844494;1.38198;2.27842;3.24203;3.69027;4.06011;4.41639;4.47546;1.14397;0.00227019;0.0521166;0.594044;5.71762;37.7852;85.8641;98.3788;-4.4468;0.352331;-0.595859;-1.3458;-2.24266;-3.20627;-3.65451;-4.02434;-4.38063;-4.43971;-4.44608;14.7951;2.25127;96.9917;0.44765;0.710652;-2.74054;34.8357;0;0.0322581;0.0645161;0.0967742;0.516129;0;0;0.0;0.0322581;0.0322581;0.0645161;8.58228;7.83953;0.472553;0.398955;2.60468;0;
triflumethazine_c2;891.375;595.59;1.49662;1.53333;0.490839;1580.5;1115.13;662.375;267.0;126.25;29.625;3.25;0.125;208.375;109.0;47.25;28.625;20.25;15.25;10.0;7.0;159.125;39.25;11.25;0.0;0.0;0.0;795.875;342.5;146.25;36.75;5.125;0.625;0.0482883;0.125175;0.345774;0.960125;2.65367;1.8723;1.11213;0.448295;0.211975;0.0497406;0.00545677;0.000209876;0.0540981;0.113168;0.172073;0.222852;0.349863;0.183012;0.0793331;0.0480616;0.0339999;0.0256049;0.0167901;0.011753;2.67196;1.03493;5.29928;0.546987;44.139;437.522;2.59144;0.32393;0;0.301939;17.559;14.6659;2.89313;4.48256;2.932;46.59;549.0;0.0782249;0.0848634;1.38198;2.27842;3.24203;3.69027;4.06011;4.41639;4.47546;1.14397;0.00227019;0.0521166;0.594044;5.71762;37.7852;85.8641;98.3788;-4.45764;0.341485;-0.606705;-1.35664;-2.2535;-3.21711;-3.66536;-4.03519;-4.39148;-4.45055;-4.45693;14.7951;2.25127;95.7957;0.369114;0.668692;-2.75224;31.6042;0;0.0322581;0.0645161;0.0967742;0.516129;0;0;0.0;0.0322581;0.0322581;0.0645161;8.58228;10.0018;0.447825;0.42588;2.60468;0;
triflumethazine_c3;893.375;597.709;1.49466;1.53807;0.48974;1588.63;1120.0;659.0;260.625;124.75;31.125;2.875;0.25;211.625;110.375;48.125;29.125;19.875;14.875;10.75;8.125;156.375;38.625;11.25;0.0;0.0;0.0;789.625;339.125;146.625;36.0;5.75;0.375;0.0444823;0.120672;0.342957;0.978696;2.65786;1.87382;1.10254;0.43604;0.208714;0.0520738;0.00481003;0.000418264;0.0583692;0.121811;0.187812;0.229784;0.35406;0.184663;0.0805157;0.0487277;0.033252;0.0248867;0.0179853;0.0135936;2.59221;1.06867;5.5027;0.52259;44.139;437.522;2.55985;0.319981;0;0.299819;17.559;14.6659;2.89313;4.48256;2.932;46.59;551.119;0.0779476;0.0845371;1.38198;2.27842;3.24203;3.69027;4.06011;4.41639;4.47546;1.14397;0.00227019;0.0521166;0.594044;5.71762;37.7852;85.8641;98.3788;-4.4628;0.336329;-0.61186;-1.3618;-2.25866;-3.22227;-3.67051;-4.04035;-4.39663;-4.45571;-4.46208;14.7951;2.25127;96.1476;0.394528;0.679608;-2.76443;31.6338;0;0.0322581;0.0645161;0.0967742;0.516129;0;0;0.0;0.0322581;0.0322581;0.0645161;8.58228;9.89215;0.453197;0.414238;2.60468;0;
triflumethazine_c4;888.25;591.047;1.50284;1.52115;0.492566;1503.75;1117.75;677.125;282.25;130.375;33.75;5.0;0.375;185.5;103.125;41.5;25.0;18.375;13.0;9.875;7.0;149.25;40.375;10.0;0.0;0.0;0.0;812.125;353.5;153.375;41.375;7.875;0.125;0.0833739;0.177878;0.441591;0.672479;2.54422;1.89114;1.14564;0.477543;0.220583;0.0571021;0.00845957;0.000634468;0.0788038;0.161403;0.222553;0.257372;0.31385;0.174479;0.0702144;0.0422978;0.0310889;0.0219949;0.0167076;0.0118434;3.14157;1.35;7.06344;0.3353;44.139;437.522;2.55944;0.319931;0;0.281737;17.559;14.6659;2.89313;4.48256;2.932;46.59;544.457;0.0788263;0.0855716;1.38198;2.27842;3.24203;3.69027;4.06011;4.41639;4.47546;1.14397;0.00227019;0.0521166;0.594044;5.71762;37.7852;85.8641;98.3788;-4.2842;0.514929;-0.433261;-1.1832;-2.08006;-3.04367;-3.49192;-3.86175;-4.21803;-4.27711;-4.28349;14.7951;2.25127;94.4464;0.427049;0.665034;-2.81603;33.9338;0;0.0322581;0.0645161;0.0967742;0.516129;0;0;0.0;0.0322581;0.0322581;0.0645161;8.58228;7.72761;0.401728;0.453666;2.60468;0;
triflumethazine_c5;895.625;600.766;1.49081;1.54598;0.48851;1552.63;1086.63;629.5;258.5;128.375;34.75;6.75;1.25;221.125;116.75;51.625;33.0;23.875;15.375;12.25;8.875;146.125;35.75;10.125;0.0;0.0;0.0;761.75;321.0;141.375;36.875;6.375;0.125;0.0767541;0.188351;0.439228;0.748678;2.58441;1.80873;1.04783;0.430284;0.213686;0.0578429;0.0112357;0.00208068;0.0667519;0.136748;0.187293;0.223147;0.368072;0.194335;0.085932;0.0549299;0.039741;0.0255923;0.0203906;0.0147728;2.48668;1.05303;6.46733;0.494953;44.139;437.522;2.03512;0.25439;0;0.307743;17.559;14.6659;2.89313;4.48256;2.932;46.59;554.176;0.077551;0.0840708;1.38198;2.27842;3.24203;3.69027;4.06011;4.41639;4.47546;1.14397;0.00227019;0.0521166;0.594044;5.71762;37.7852;85.8641;98.3788;-4.43395;0.365178;-0.583012;-1.33295;-2.22981;-3.19342;-3.64167;-4.0115;-4.36778;-4.42686;-4.43324;14.7951;2.25127;96.637;0.441679;0.704503;-2.75137;35.1973;0;0.0322581;0.0645161;0.0967742;0.516129;0;0;0.0;0.0322581;0.0322581;0.0645161;8.58228;8.01653;0.471132;0.40877;2.60468;0;
triflumethazine_c6;886.375;590.943;1.49993;1.52397;0.493608;1565.38;1135.25;680.125;284.875;136.375;36.625;5.875;0.375;182.75;99.625;38.75;23.5;17.375;11.875;7.375;4.875;147.125;38.75;9.5;0.0;0.0;0.0;817.5;355.25;157.75;43.5;8.625;0.0;0.084943;0.185024;0.447038;0.685114;2.64894;1.92108;1.15091;0.482068;0.230775;0.0619772;0.00994173;0.000634579;0.081973;0.17373;0.238302;0.318797;0.309251;0.168586;0.0655731;0.0397669;0.0294021;0.020095;0.01248;0.00824952;3.51935;1.55851;7.43586;0.273883;44.139;437.522;2.47326;0.309157;0;0.27374;17.559;14.6659;2.89313;4.48256;2.932;46.59;544.353;0.07884;0.0855878;1.38198;2.27842;3.24203;3.69027;4.06011;4.41639;4.47546;1.14397;0.00227019;0.0521166;0.594044;5.71762;37.7852;85.8641;98.3788;-4.25481;0.544322;-0.403869;-1.1538;-2.05067;-3.01428;-3.46252;-3.83235;-4.18864;-4.24772;-4.25409;14.7951;2.25127;93.35;0.401141;0.648031;-2.83403;34.309;0;0.0322581;0.0645161;0.0967742;0.516129;0;0;0.0;0.0322581;0.0322581;0.0645161;8.58228;7.42205;0.395842;0.457965;2.60468;0;
triflumethazine_c7;883.375;581.926;1.51802;1.49427;0.495284;1561.38;1060.63;602.125;239.625;116.125;31.125;7.5;2.125;211.375;107.75;46.25;30.5;21.25;13.875;8.5;5.25;139.75;31.0;8.125;0.0;0.0;0.0;734.75;307.0;133.5;35.625;6.125;0.375;0.0740715;0.198718;0.505662;0.582122;2.68312;1.82261;1.03471;0.411779;0.199553;0.0534862;0.0128882;0.00365167;0.0804384;0.15425;0.210181;0.272494;0.363234;0.185161;0.0794775;0.0524122;0.0365167;0.0238433;0.0146067;0.00902177;2.51081;1.02049;7.40836;0.41554;44.139;437.522;2.58449;0.323061;0;0.289026;17.559;14.6659;2.89313;4.48256;2.932;46.59;535.336;0.0800618;0.0870295;1.38198;2.27842;3.24203;3.69027;4.06011;4.41639;4.47546;1.14397;0.00227019;0.0521166;0.594044;5.71762;37.7852;85.8641;98.3788;-4.3631;0.43603;-0.512159;-1.2621;-2.15896;-3.12257;-3.57081;-3.94065;-4.29693;-4.35601;-4.36238;14.7951;2.25127;97.2241;0.420759;0.72976;-2.62758;33.8593;0;0.0322581;0.0645161;0.0967742;0.516129;0;0;0.0;0.0322581;0.0322581;0.0645161;8.58228;6.43628;0.464939;0.39119;2.60468;0;
triflumethazine_c8;893.625;594.29;1.50369;1.52446;0.489603;1545.88;1028.25;577.0;234.375;115.5;33.5;6.875;2.375;240.125;121.625;52.75;31.375;21.75;15.875;11.25;8.125;138.75;35.5;9.75;0.375;0.0;0.0;690.375;297.625;126.875;34.25;5.5;0.5;0.0793493;0.218578;0.532825;0.615668;2.60121;1.73022;0.970907;0.394378;0.19435;0.0563698;0.0115684;0.00399637;0.0705351;0.142602;0.218095;0.269154;0.404054;0.204656;0.0887614;0.0527941;0.0365983;0.0267126;0.0189302;0.0136718;2.18957;1.06773;7.3817;0.504393;44.139;437.522;2.59349;0.324186;0;0.281423;17.559;14.6659;2.89313;4.48256;2.932;46.59;547.7;0.0783961;0.0850649;1.38198;2.27842;3.24203;3.69027;4.06011;4.41639;4.47546;1.14397;0.00227019;0.0521166;0.594044;5.71762;37.7852;85.8641;98.3788;-4.44341;0.355715;-0.592476;-1.34241;-2.23927;-3.20288;-3.65113;-4.02096;-4.37725;-4.43633;-4.4427;14.7951;2.25127;98.3324;0.443095;0.759067;-2.59986;33.4567;0;0.0322581;0.0645161;0.0967742;0.516129;0;0;0.0;0.0322581;0.0322581;0.0645161;8.58228;6.86075;0.517189;0.374659;2.60468;0;
triflumethazine_c9;898.625;602.076;1.49254;1.54587;0.486879;1562.75;1056.13;600.75;238.5;116.5;29.625;4.5;1.0;229.75;115.875;50.0;31.875;22.25;15.75;10.375;8.0;144.25;35.25;9.875;0.25;0.0;0.0;724.75;308.375;131.75;28.5;4.5;0.125;0.0651494;0.178729;0.442529;1.06706;2.5956;1.75414;0.997798;0.396129;0.193497;0.0492047;0.00747414;0.00166092;0.0542499;0.113027;0.175937;0.227141;0.381596;0.192459;0.083046;0.0529418;0.0369555;0.0261595;0.017232;0.0132874;2.33;0.929412;5.97154;0.61106;44.139;437.522;2.58521;0.323151;0;0.297553;17.559;14.6659;2.89313;4.48256;2.932;46.59;555.486;0.0773823;0.0838725;1.38198;2.27842;3.24203;3.69027;4.06011;4.41639;4.47546;1.14397;0.00227019;0.0521166;0.594044;5.71762;37.7852;85.8641;98.3788;-4.45416;0.344965;-0.603226;-1.35316;-2.25002;-3.21363;-3.66188;-4.03171;-4.388;-4.44707;-4.45345;14.7951;2.25127;97.4277;0.373905;0.735515;-2.60696;31.8985;0;0.0322581;0.0645161;0.0967742;0.516129;0;0;0.0;0.0322581;0.0322581;0.0645161;8.58228;9.96292;0.488443;0.376323;2.60468;0;
trifluoperazine_c0;851.625;578.543;1.47202;1.53649;0.478492;1409.25;917.5;521.375;203.75;93.125;20.25;6.625;0.75;245.125;115.75;50.75;31.25;22.5;15.75;11.5;8.5;0.0;0.0;0.0;0.0;0.0;0.0;637.875;261.125;109.0;25.625;6.25;0.5;0.0799354;0.207782;0.490472;0.868723;2.43586;1.58588;0.901186;0.352178;0.160965;0.0350017;0.0114512;0.00129636;0.0524093;0.119419;0.17125;0.207461;0.423694;0.200072;0.0877204;0.054015;0.0388908;0.0272236;0.0198775;0.0146921;1.83498;0.648;5.87019;0.717428;41.667;407.496;1.90208;0.317013;0;0.345539;14.6761;14.6761;0.0;5.22204;5.535;26.36;552.183;0.0455627;0.0477378;1.7381;2.53594;3.48821;3.968;4.41768;5.03512;5.19929;0.71186;0.000286905;0.0120729;0.176032;1.81484;15.664;65.0133;94.8936;-4.57852;0.720597;-0.292631;-1.09201;-1.89236;-2.84468;-3.32447;-3.77416;-4.39159;-4.55576;-4.57619;;2.25127;100.0;0.429295;1.01536;-1.8895;31.1829;0;0.0357143;0.0714286;0.142857;0.5;0;0;0.0;0.0;0.0;0.0714286;8.57817;8.18708;0.542328;0.334569;1.66241;0;
trifluoperazine_c10;847.625;568.217;1.49173;1.50259;0.48075;1348.38;854.5;497.125;200.125;100.375;27.25;11.5;3.875;253.625;115.5;44.25;24.125;17.0;11.75;8.25;5.75;0.0;0.0;0.0;0.0;0.0;0.0;594.25;256.25;110.75;27.75;10.125;0.875;0.0791719;0.219962;0.513141;0.726253;2.37299;1.50383;0.874885;0.352198;0.176649;0.047957;0.0202387;0.00681957;0.0468511;0.125739;0.204194;0.261751;0.446352;0.203267;0.0778751;0.0424573;0.0299181;0.0206787;0.0145191;0.0101194;2.26836;1.12953;6.02462;0.536266;41.667;407.496;1.8712;0.311866;0;0.333376;14.6761;14.6761;0.0;5.22204;5.535;26.36;541.857;0.0463907;0.0486475;1.7381;2.53594;3.48821;3.968;4.41768;5.03512;5.19929;0.71186;0.000286905;0.0120729;0.176032;1.81484;15.664;65.0133;94.8936;-4.58469;0.714423;-0.298805;-1.09818;-1.89853;-2.85086;-3.33065;-3.78033;-4.39777;-4.56194;-4.58236;;2.25127;96.5892;0.430846;1.01983;-1.81526;31.3581;0;0.0357143;0.0714286;0.142857;0.5;0;0;0.0;0.0;0.0;0.0714286;8.57817;8.74679;0.571331;0.334588;1.66241;0;
